Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
0.71,0.44,0.96,0.77,0.64,1.28,-0.93,1.38,1.18,1.13,1.40
-0.56,-0.89,-1.44,-0.74,-1.33,-0.43,-0.89,-0.70,-1.57,-1.14,-1.05
-0.02,-0.75,0.46,-0.08,-0.19,-0.20,0.14,0.16,0.24,0.12,0.18
-0.62,-0.63,-0.36,-0.42,1.42,-0.62,-0.92,-0.74,-0.68,-0.94,-0.89
-0.45,0.18,-1.76,-1.04,-0.87,-0.80,-1.11,-1.16,-0.79,-0.61,-0.64
-0.32,-0.34,0.38,-0.29,-0.51,-1.24,-0.99,-0.83,-1.91,-0.69,-0.66
-0.19,-1.58,1.08,0.45,1.37,1.04,0.08,0.58,0.03,0.01,0.40
-2.51,-2.65,-2.07,-1.85,-2.12,-1.17,-0.95,-1.17,-1.09,-0.83,-1.03
1.06,2.01,1.16,1.23,1.37,1.36,1.12,1.31,1.14,1.07,0.97
0.72,0.58,1.41,1.02,0.37,0.80,0.63,0.65,0.43,0.69,0.46
-0.33,-0.56,0.01,0.57,0.48,0.20,0.07,0.10,0.15,0.08,0.04
0.29,-0.28,0.09,0.56,-0.71,0.26,0.17,1.23,0.13,0.62,0.25
0.31,-0.43,0.42,-0.27,0.02,-0.29,0.54,0.33,-0.35,0.26,0.34
-0.73,-0.97,-1.89,-1.87,-1.13,-1.73,-1.28,-1.37,-0.96,-1.37,-1.47
0.23,-0.33,0.35,0.81,0.70,0.51,-0.09,-0.26,0.76,0.05,0.00
-0.46,0.40,-0.37,-0.61,-1.21,0.02,0.25,0.59,-0.15,0.54,0.52
-0.23,-1.42,0.25,0.51,-0.14,-0.42,-0.73,-0.51,-0.11,-0.84,-0.48
-0.48,-1.51,-0.47,0.18,0.16,-0.20,-0.23,0.23,-1.03,0.38,0.33
0.54,-1.23,1.01,-0.25,0.33,0.20,-0.42,-0.74,-0.33,-0.55,0.32
0.10,-1.91,-1.13,-0.55,-0.65,-0.42,-1.51,-1.32,-0.72,-1.04,-1.57
-0.91,-1.19,0.73,0.13,-0.55,-0.10,0.04,-0.39,-0.44,-0.17,-1.22
0.10,-0.53,0.17,0.32,-0.27,0.31,0.22,0.06,0.33,0.11,0.34
0.62,0.62,0.71,0.15,0.04,0.20,0.03,0.09,0.18,-0.09,-0.28
0.56,0.68,-0.28,0.22,0.25,-0.05,-0.30,-0.60,0.05,-0.41,-0.44
0.23,0.58,0.38,0.50,0.25,-0.17,-0.05,-0.22,0.27,-0.04,-0.12
0.01,-0.29,-0.14,0.28,0.77,1.26,0.73,0.24,0.61,0.53,0.23
-0.44,-0.10,-0.28,-0.22,-0.32,-0.44,0.06,-0.02,-0.14,-0.34,-0.35
-0.64,0.36,-0.24,0.21,-1.09,-0.69,-0.55,-0.67,-0.69,-0.86,-0.42
0.82,0.50,-0.37,-0.28,0.48,-0.15,-0.56,-0.77,-0.49,-0.66,-0.66
-0.20,-0.84,-0.72,0.78,0.75,1.08,-0.14,-0.58,0.03,-0.97,-0.55
1.98,1.13,1.13,0.44,0.10,0.93,1.32,0.89,0.75,1.12,0.79
1.49,0.44,1.89,0.99,1.10,0.44,0.58,0.30,0.58,0.88,0.91
1.40,0.68,-0.29,0.01,-0.06,-0.22,-0.67,-0.68,-1.05,-1.15,-1.46
-0.59,-0.15,0.03,-0.82,-0.45,-0.81,-0.53,-0.90,-0.39,-0.84,-1.03
-0.05,0.03,0.18,-0.10,-0.52,0.00,-0.17,-0.26,-0.16,-0.60,-0.76
0.59,0.60,0.65,1.02,0.82,-0.07,-0.51,-1.03,0.00,-0.54,-0.61
-0.54,-0.41,-0.91,-0.70,-0.86,-0.70,-0.31,-0.50,-0.61,-0.37,-0.67
-1.19,-1.96,-1.04,-1.23,-0.26,-1.30,-1.28,-1.25,-0.94,-1.15,-0.94
-0.20,0.24,1.06,0.37,-0.39,-0.40,-0.19,0.26,-0.48,-0.14,-0.39
1.03,1.05,0.29,-0.24,-0.78,-0.01,-0.26,-0.17,-0.23,-0.07,0.49
-2.28,-2.02,-0.39,0.35,-0.59,-0.50,-0.70,-0.84,-0.72,-0.69,-0.69
-0.44,-0.13,-1.57,-0.33,-0.57,-1.57,-1.00,-1.57,-0.35,-0.76,-1.13
0.66,-0.16,-0.20,-0.34,-1.13,-1.53,-1.81,-2.49,-0.92,-1.28,-0.75
-0.51,0.44,0.63,0.14,-0.11,-0.42,-0.75,-0.75,0.44,0.33,0.24
-0.92,-0.42,-0.59,-0.43,-0.55,-0.23,0.22,0.27,-0.39,0.22,-0.02
0.39,1.16,-0.07,0.46,0.66,0.03,-0.15,-0.23,0.03,-0.59,-0.46
1.54,1.24,0.90,0.94,0.60,0.76,0.51,0.53,0.86,0.07,-0.01
0.21,-0.24,-0.19,0.01,-0.67,0.23,0.21,1.10,-0.09,0.07,0.11
1.76,1.92,1.18,0.83,0.32,0.70,1.14,0.76,0.57,1.50,0.35
0.29,0.31,-0.47,-0.23,0.23,0.20,0.25,0.30,0.03,0.34,0.40
2.06,2.29,1.38,2.25,0.90,1.80,1.16,1.29,2.46,0.26,0.23
-0.53,-0.81,-0.82,-1.87,-0.62,-0.72,-1.04,-1.51,-0.70,-0.82,-1.12
-0.50,-1.04,-0.36,1.10,-0.88,-0.17,-0.57,-0.98,-0.48,-0.68,-0.82
0.49,0.29,-0.71,0.08,-1.33,0.00,-0.35,-0.48,0.08,-0.41,-0.15
-1.81,0.76,-1.37,-1.14,1.01,-1.56,-0.76,-1.07,-1.70,-1.60,-2.67
0.72,0.27,1.01,0.15,-1.19,-1.00,0.22,0.05,-0.57,-0.47,0.16
0.19,0.87,1.03,0.15,0.10,0.65,0.74,0.29,1.42,0.80,0.82
0.10,0.46,-0.04,-0.01,0.05,-0.17,0.10,0.44,-0.21,0.15,0.10
-0.11,0.32,-0.33,0.27,0.12,0.58,0.59,0.43,0.41,0.20,0.27
-1.15,-1.12,-1.06,-0.78,-0.80,-0.61,-0.82,-0.92,-0.68,-0.78,-0.51
1.26,1.30,1.31,1.27,1.16,0.75,-0.93,0.95,1.05,-1.19,0.61
1.30,1.93,1.46,1.41,1.29,1.87,1.15,1.00,0.98,0.93,1.16
-1.84,-0.69,-1.17,-0.82,-1.16,-0.88,-1.81,-0.77,-0.73,-0.70,-0.78
-0.23,0.42,1.18,-0.20,0.22,1.65,1.49,1.06,2.14,1.72,0.91
0.59,0.34,-0.82,-0.97,-1.11,-0.69,-0.16,0.26,-0.64,0.10,0.34
0.58,1.64,-0.24,0.57,-0.05,-0.11,-0.15,-0.19,-0.24,1.04,0.74
0.61,1.24,-1.37,0.17,0.49,-0.95,-0.27,-0.34,-0.96,-1.41,-1.35
-0.78,0.18,-1.11,-0.14,-0.06,-0.49,-1.29,-1.00,-1.63,-0.40,-1.19
0.16,0.12,0.27,0.29,-0.17,-0.18,0.93,0.79,0.39,-0.03,-0.49
-0.25,0.33,-0.45,-0.21,-0.85,-0.59,-0.36,-0.70,-0.28,-0.37,-0.40
0.80,1.37,0.38,0.68,1.15,0.99,1.11,0.98,1.36,1.39,1.29
1.23,1.69,1.62,2.10,2.55,1.85,2.09,2.09,2.11,1.56,1.42
-0.01,0.64,0.31,0.93,1.61,0.55,0.27,0.07,0.92,0.12,-0.02
0.03,0.07,-0.50,-0.17,-0.39,0.14,0.23,0.83,-0.03,0.05,0.14
0.81,1.34,0.51,0.33,-0.16,-0.13,0.45,0.77,0.07,0.09,0.23
0.26,0.26,0.78,1.12,0.15,1.04,1.11,1.38,0.94,1.09,0.84
0.28,0.13,0.38,-0.21,-1.27,0.55,0.57,0.35,-0.71,0.43,0.52
0.65,0.98,2.03,1.06,0.49,0.46,0.29,0.47,0.71,0.71,0.75
0.83,-1.27,0.24,-1.07,-0.33,-0.57,-0.23,-0.31,-0.10,-0.32,-0.45
-0.76,0.56,-0.26,-0.57,0.77,-0.21,-0.57,-0.50,0.24,-0.69,-0.70
0.15,-0.55,-0.79,0.09,-0.68,-0.96,-1.14,-1.75,-0.85,-1.37,-1.68
0.30,-0.34,0.13,0.29,-0.29,-0.17,-0.60,-0.57,0.13,-0.31,-0.49
0.91,0.76,1.12,1.07,1.09,0.86,1.33,1.50,1.04,1.53,1.06
0.30,1.31,0.68,0.62,0.31,0.98,0.84,-0.19,1.09,0.73,0.57
0.36,0.18,0.10,0.03,-0.53,-0.14,0.33,0.16,0.31,0.20,0.14
1.46,1.63,1.51,1.33,1.26,1.23,0.95,0.42,1.34,1.57,1.23
-0.26,-0.34,-0.23,-0.21,-0.70,-0.20,0.70,0.51,0.15,0.10,0.06
-0.82,1.36,-0.41,0.84,1.44,0.04,-0.83,-0.87,-0.22,0.17,0.14
0.89,1.51,2.78,1.78,1.93,2.25,1.52,1.59,2.28,1.78,1.67
1.46,1.74,1.12,1.08,-0.20,0.32,0.47,-0.01,0.37,-0.27,-0.20
-1.06,-1.32,0.16,-1.99,-1.40,-0.90,-0.50,0.46,-0.89,-0.49,-0.44
1.64,0.36,0.68,1.14,-0.43,0.22,0.58,0.51,0.19,0.58,0.58
0.24,-0.44,0.40,-0.26,-0.33,-0.39,-1.23,-1.18,-0.38,-0.54,-0.48
2.70,2.43,2.52,2.19,2.14,2.17,2.33,2.19,2.50,2.02,1.97
-0.43,-0.57,-1.03,-0.60,-0.05,-0.25,-0.11,0.11,-0.24,0.04,-0.15
0.03,-0.02,-0.66,-0.86,-0.50,-1.02,-1.12,-1.13,-0.79,-0.94,-0.92
-0.35,-0.52,-0.41,0.45,0.23,1.12,0.78,0.19,0.53,0.26,-0.01
0.32,0.28,0.33,1.08,1.52,0.61,-0.01,0.17,-0.10,-0.11,0.23
-1.53,-1.51,-1.19,-1.07,0.02,-1.94,-0.36,-1.57,-0.93,-0.93,-0.93
-0.13,-0.97,-0.20,-0.87,-0.86,-0.37,-0.80,-0.78,-0.39,-0.66,-0.37
-1.65,-0.96,-0.21,-0.16,-0.01,-0.74,-1.40,-1.58,-0.25,-0.96,-1.08
-1.40,-1.33,-1.24,-0.43,-2.74,-1.06,-1.02,-0.57,-0.74,0.38,-0.25
-0.25,1.22,-0.47,1.87,0.81,1.38,0.55,-0.07,0.30,0.05,0.12
1.02,1.11,0.01,0.67,0.67,0.58,1.12,1.18,0.50,0.92,0.91
0.97,1.78,0.79,1.52,0.61,0.97,1.07,1.28,1.10,0.58,0.72
-0.11,-0.79,0.36,0.40,0.18,0.39,-0.31,-0.40,-0.28,-0.78,-0.81
-0.14,-0.25,0.31,0.25,0.61,0.51,0.40,0.37,0.26,0.51,0.35
1.02,0.59,1.52,0.83,0.07,0.27,0.68,0.99,-0.02,0.46,0.51
-0.62,-0.32,-1.16,-0.83,-0.21,-0.80,-0.15,-0.95,-0.95,-0.93,-1.14
1.21,1.10,1.07,0.20,-0.04,0.80,0.74,0.43,0.47,0.37,0.18
-0.58,-0.42,-0.58,-1.03,-0.97,-0.94,-1.23,-0.90,-0.69,-0.41,-0.01
2.07,1.47,0.87,0.72,-0.59,-0.03,-0.04,0.42,-0.32,-0.04,0.36
-1.08,-0.53,0.45,-0.39,0.15,0.21,0.42,0.38,-0.54,-0.44,-0.36
-0.15,0.68,-1.24,-1.29,0.28,-1.03,-0.62,-0.61,-0.71,-0.57,0.10
0.42,0.81,0.27,0.86,0.23,0.80,0.19,-0.41,0.96,0.55,0.51
-0.56,-0.59,-0.69,-1.60,-0.82,-1.10,-1.10,-0.63,-1.17,-1.77,-0.24
-0.05,-0.53,-1.21,-1.45,-2.59,-0.46,-0.75,-0.67,-0.95,-0.52,-0.24
0.92,0.53,0.64,0.52,0.95,1.39,1.16,1.32,1.23,1.11,1.45
0.92,0.75,0.32,0.72,0.30,0.46,0.31,0.11,0.36,0.45,1.37
1.25,0.29,0.93,-0.53,1.03,1.81,1.83,-0.45,1.55,2.00,2.58
0.55,0.41,0.40,0.58,0.43,0.38,1.10,0.05,0.31,0.89,0.91
0.36,0.33,0.28,0.29,1.38,0.48,-0.15,-0.03,0.24,0.04,-0.28
1.03,0.61,0.80,0.67,0.10,0.15,0.89,0.70,0.33,0.15,0.30
-0.64,-1.36,-0.73,-0.58,-0.25,-0.88,-1.42,-0.95,-1.47,-1.48,-2.14
0.93,-0.24,-0.78,0.17,0.27,0.75,-0.19,0.25,-0.13,-0.05,-0.32
0.38,0.50,1.05,0.33,0.08,-0.38,-0.58,-0.82,-0.88,-1.51,-1.48
-1.15,-0.75,0.21,-0.09,-0.69,-0.98,-1.00,-0.27,-0.55,-0.70,-0.22
0.09,0.23,-0.25,-0.31,-0.36,-0.12,-0.14,-0.39,0.02,-0.31,-0.98
0.05,-0.29,0.30,0.02,0.10,-0.36,-1.61,-0.93,0.10,-1.66,-0.20
-0.00,-0.29,-0.11,0.40,-0.14,-0.15,0.54,0.63,-0.54,0.61,0.63
-0.40,-0.73,-0.17,-1.34,-0.37,-0.51,-0.37,-0.60,-0.64,-0.29,-0.36
-0.90,-1.22,-0.65,-1.40,-1.04,-1.32,-1.01,-0.20,-1.41,-0.61,-0.41
-0.61,-0.86,-0.19,0.01,-0.29,0.07,-0.41,-0.39,-0.36,-0.92,-1.01
-0.03,-0.86,-0.95,-0.97,-0.95,-0.91,-0.49,-0.41,-0.69,-1.35,-1.68
0.53,0.50,0.81,0.63,0.53,0.57,1.81,1.79,0.64,0.45,0.37
2.16,0.90,1.05,0.13,0.65,0.31,0.24,0.31,0.70,0.26,0.67
-0.14,1.06,-0.03,0.60,1.04,0.46,-0.30,-0.24,-0.07,-0.50,-0.60
-0.09,0.06,-0.04,0.24,0.28,-0.58,-1.34,-0.91,-0.13,-0.61,-0.56
0.18,0.23,-0.50,0.29,0.97,-0.25,-0.96,-0.59,0.06,-0.79,-0.67
0.28,1.15,0.31,0.34,0.87,-0.25,-0.34,-0.19,0.32,-0.01,0.20
-2.54,-1.66,-2.39,-1.26,-1.28,-1.29,-0.84,-1.15,-1.97,-1.42,-1.29
0.94,1.30,0.85,0.76,1.16,1.09,1.03,1.03,0.90,1.04,0.96
0.36,0.73,0.22,0.16,0.03,-0.16,-0.41,-0.29,-0.10,-0.64,-0.41
0.71,1.20,1.15,0.98,1.48,1.09,0.84,0.86,1.16,1.50,1.11
-1.41,-1.53,-1.53,-1.36,-1.15,-1.16,-0.87,-1.46,-1.46,-1.01,-1.35
0.19,-0.29,-0.69,-0.64,-0.79,-0.94,-0.51,-0.55,-0.16,-0.23,0.21
-1.20,-1.92,-1.19,-2.51,-1.57,-1.47,-1.11,-1.20,-0.93,-0.93,-0.93
-0.75,-0.45,-0.04,-0.42,-0.60,-0.45,-0.53,-0.32,-0.96,-1.20,-0.87
0.91,-0.66,-0.24,0.35,-0.02,-0.52,-0.65,0.41,-0.36,0.28,0.47
-0.49,0.38,-0.12,-0.61,-0.24,-0.38,-0.24,-0.06,-0.55,-1.58,-1.91
-0.23,-0.90,-0.91,-1.62,-1.17,-0.78,-0.24,0.38,-1.32,0.32,0.19
0.27,0.14,1.05,1.19,0.66,0.57,0.43,0.82,-0.21,0.61,0.56
-0.59,-0.25,-0.54,0.49,0.22,-2.36,-1.55,-1.06,-1.44,-0.59,-0.24
-0.75,-0.71,-0.79,-1.06,0.23,-1.27,-1.17,-0.87,-1.02,-1.15,-1.16
0.53,-0.03,0.73,-0.00,-0.02,0.59,0.53,0.56,0.32,0.46,0.70
-0.32,-0.25,-0.23,-0.17,-0.44,-0.37,-0.98,-0.91,-0.66,-0.61,-0.47
0.71,0.37,1.15,0.96,1.59,1.20,1.61,1.62,1.49,1.41,1.39
-1.93,0.22,1.19,1.86,-1.57,-1.01,-1.57,-1.57,-1.40,-0.85,-0.96
-0.61,-0.20,-0.74,-0.30,1.72,1.49,-1.88,-1.44,-0.93,-0.93,-0.93
-1.11,-0.45,0.75,-0.62,-0.79,-1.57,1.97,1.92,0.94,-0.45,-0.29
0.12,1.13,0.87,-1.21,-1.34,-0.60,1.06,0.89,0.86,0.42,0.37
-1.76,-0.32,0.16,0.40,1.98,2.34,2.34,2.31,2.30,2.02,2.09
-0.54,0.98,1.61,-0.06,1.47,1.60,2.80,2.54,2.42,2.10,1.80
0.83,0.41,-0.62,1.27,2.30,3.00,2.18,2.22,2.72,1.72,1.66
-0.44,-0.63,-0.33,-2.22,0.05,-0.13,0.72,0.78,0.34,1.25,1.13
-1.05,-1.78,-1.13,0.21,0.92,0.69,0.85,0.91,1.01,1.57,1.45
-1.88,-2.01,-2.31,-2.79,-2.93,-2.85,-2.36,-2.32,-2.60,-1.57,-1.57
-1.53,-1.31,-1.45,-1.04,-0.07,-0.90,-0.02,0.21,0.05,-1.14,-1.19
-1.31,-0.11,0.06,-1.48,-1.19,-1.19,-0.70,-1.09,-1.24,-0.29,-0.52
-1.92,-1.31,0.77,-0.67,0.16,-0.79,1.52,1.58,2.31,1.69,1.53
-0.32,-0.66,0.46,1.01,2.41,1.73,0.31,0.20,1.37,3.06,3.02
-0.73,-1.70,-1.50,0.12,0.15,2.15,1.13,1.09,1.06,1.88,1.91
-0.24,1.65,0.09,0.72,1.05,0.56,2.04,1.71,2.09,2.14,2.08
-1.54,-2.07,-0.18,-3.11,0.01,1.02,2.10,2.08,1.87,0.80,0.84
-0.61,-0.37,-2.16,1.15,-1.95,0.00,0.32,0.66,0.51,1.33,1.16
0.20,0.75,0.94,-0.11,0.46,0.93,1.64,1.72,1.28,2.04,1.97
-1.07,-1.20,-1.02,-0.72,1.01,1.69,1.18,1.18,1.04,1.44,1.34
-1.66,-0.45,-1.92,-2.26,-2.01,-1.62,-0.91,-0.87,-1.21,-0.97,-0.99
-2.75,-2.39,-2.37,-1.40,-1.79,-2.12,-2.49,-2.45,-2.20,-1.56,-1.55
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
-1.57,-1.57,-1.57,-1.57,-1.19,-1.19,-0.93,-1.57,-1.57,-1.19,-1.57
