Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
-0.92,-1.10,0.02,0.13,-0.02,-0.05,-0.16,0.48,-0.58,0.29,-0.04
-0.61,-0.89,0.22,0.11,0.12,-0.05,-0.27,0.61,-0.01,0.44,0.51
-0.81,-1.02,-0.38,-0.25,-0.10,-0.23,-0.39,0.53,-0.18,0.32,0.40
-0.83,-1.00,-0.36,-0.20,-0.10,-0.19,-0.38,0.56,-0.14,0.35,0.43
-1.01,-0.99,-0.53,-0.51,-0.24,-0.41,-0.69,0.21,-0.47,-0.10,0.13
-1.02,-1.09,-0.38,-0.47,0.14,-0.40,-0.73,0.21,-0.63,-0.18,-0.00
-1.03,-1.15,-0.43,-0.50,-0.07,-0.38,-0.79,0.17,-0.63,-0.17,-0.02
-0.98,-0.80,-0.32,-0.57,-0.10,-0.18,-0.80,0.20,-0.51,-0.23,-0.20
-0.56,-0.44,0.53,0.21,0.46,0.46,-0.05,0.81,-0.02,0.51,0.36
-0.81,-0.93,0.04,0.09,0.05,-0.07,-0.13,0.50,-0.47,0.32,0.02
-0.34,-1.25,0.08,-0.43,-1.27,-0.65,-0.59,-0.16,-0.66,-0.36,-0.57
-0.01,-0.57,-0.13,-0.51,-0.86,-0.55,-0.71,-0.85,-0.53,-0.78,-0.74
-0.19,-0.48,-0.46,-0.56,-1.21,-0.80,-1.14,-1.43,-0.64,-1.09,-1.06
-0.73,-0.88,0.04,0.16,0.10,-0.01,-0.13,0.49,-0.43,0.32,0.01
-0.78,-0.86,0.03,0.16,-0.12,0.02,-0.09,0.56,-0.44,0.38,0.05
-0.75,-0.97,0.21,0.34,-0.03,0.06,-0.07,0.61,-0.36,0.39,0.07
-0.68,-1.01,0.08,0.46,0.14,0.19,0.04,0.75,-0.29,0.54,0.18
-0.68,-1.02,0.08,0.42,-0.07,0.09,-0.01,0.58,-0.30,0.48,0.17
-0.53,-1.05,0.13,0.55,0.11,0.17,-0.02,0.54,-0.26,0.44,0.14
-0.67,-1.31,0.06,0.24,-0.64,-0.16,-0.25,0.14,-0.50,0.13,-0.24
-0.79,-1.41,-0.39,-0.05,-0.91,-0.39,-0.38,-0.10,-0.52,-0.16,-0.27
-0.07,-0.37,-0.13,-0.33,-0.85,-0.46,-0.73,-0.92,-0.43,-0.74,-0.74
-0.08,0.17,-0.54,-0.39,-0.27,-0.83,-0.71,-1.22,-0.61,-1.19,-1.26
0.02,0.18,0.10,0.12,0.09,-0.57,-0.72,-1.28,-0.47,-1.18,-1.22
-0.35,-0.24,-0.78,-0.49,-0.35,-1.01,-1.02,-2.07,-0.91,-1.68,-1.78
-0.08,-0.34,-0.17,-0.39,-0.90,-0.53,-0.72,-0.92,-0.48,-0.76,-0.75
-0.11,-0.36,-0.17,-0.33,-0.89,-0.58,-0.77,-0.99,-0.53,-0.85,-0.81
-0.01,-0.22,-0.22,-0.44,-0.84,-0.55,-0.76,-1.01,-0.54,-0.84,-0.82
0.06,-0.16,-0.21,-0.21,-0.69,-0.30,-0.70,-1.09,-0.37,-0.99,-0.90
0.19,0.01,-0.16,-0.13,-0.80,-0.19,-0.38,-0.82,-0.21,-0.72,-0.79
0.31,0.19,0.26,0.14,-0.09,-0.03,-0.09,-0.62,-0.02,-0.35,-0.47
0.57,0.39,0.08,0.13,0.13,-0.00,-0.19,-0.67,-0.04,-0.51,-0.48
0.44,0.46,0.08,-0.19,0.03,-0.36,-0.39,-0.84,-0.26,-0.76,-0.89
-0.39,-0.28,-0.76,-0.56,-0.31,-1.01,-1.05,-1.42,-0.90,-1.30,-1.31
1.06,0.68,-0.20,0.48,-0.10,-0.86,-0.93,-1.05,-0.12,-1.16,-1.14
0.79,0.24,-0.76,-0.04,-0.71,-0.46,-0.60,-0.27,-0.08,-0.89,-0.81
1.28,0.87,-0.06,0.22,-0.80,-0.29,-0.31,-0.10,-0.00,-0.39,-0.83
-0.34,-0.24,-0.59,-0.51,-0.31,-1.00,-1.05,-1.42,-0.90,-1.29,-1.31
-0.25,-0.20,-0.53,-0.51,-0.30,-0.99,-1.06,-1.41,-0.93,-1.30,-1.29
-0.39,-0.37,-0.50,-0.43,-0.46,-0.99,-1.06,-1.42,-0.92,-1.30,-1.30
-0.35,-0.29,-0.60,-0.65,-0.75,-1.22,-1.10,-1.42,-0.98,-1.30,-1.32
-0.50,-0.41,-0.76,-0.74,-0.98,-1.33,-1.31,-1.47,-1.11,-1.41,-1.39
-0.65,-0.43,-0.94,-0.94,-1.35,-1.38,-1.37,-1.48,-1.11,-1.43,-1.44
-0.82,-0.51,-0.90,-0.91,-1.29,-1.34,-1.31,-1.45,-0.93,-1.35,-1.36
-0.59,-0.17,-0.65,-0.49,-0.87,-1.18,-1.12,-1.28,-0.79,-1.20,-1.21
1.43,0.97,0.09,0.30,-0.61,-0.14,-0.10,0.17,0.08,-0.19,-0.56
0.15,0.82,-0.59,0.08,-1.07,0.46,0.63,0.68,0.31,0.33,0.01
-0.55,0.48,-1.03,-0.19,-1.00,0.08,0.27,-0.01,0.13,0.03,-0.18
-0.98,0.08,-1.55,-0.23,-1.17,-0.09,-0.51,-0.14,0.13,-1.01,-0.24
1.53,1.17,0.15,0.54,-0.53,0.20,-0.04,0.24,0.38,-0.15,-0.52
1.52,1.10,0.03,0.48,-0.52,0.17,-0.06,0.20,0.37,-0.19,-0.58
1.56,1.16,0.05,0.64,-0.57,0.21,-0.04,0.21,0.39,-0.18,-0.58
1.59,1.16,0.25,0.73,-0.68,0.43,0.04,0.29,0.49,-0.13,-0.51
1.58,1.27,0.15,0.70,-0.39,0.43,0.10,0.30,0.46,-0.13,-0.51
1.61,1.30,0.21,0.72,-0.66,0.35,0.23,0.37,0.32,-0.26,-0.52
1.57,1.36,0.56,0.78,-0.30,0.57,0.36,0.41,0.67,-0.08,-0.33
1.46,1.19,0.47,0.60,-0.63,0.51,0.43,0.62,0.59,0.23,-0.08
-0.62,0.32,-0.79,0.05,-0.85,0.13,-0.27,0.09,0.25,-0.75,-0.07
-0.02,1.22,-0.44,0.25,0.14,0.57,0.32,0.48,0.97,0.21,0.30
1.73,2.27,1.48,1.74,2.01,1.66,1.61,1.64,1.93,1.31,1.09
0.99,2.03,0.83,1.49,2.07,1.52,1.69,1.25,1.92,1.42,0.88
-0.80,0.05,-0.98,-0.24,-0.93,-0.22,-0.34,-0.00,-0.06,-0.80,-0.11
-0.84,0.10,-0.71,-0.18,-0.87,0.10,-0.16,0.14,0.25,-0.63,-0.04
-0.75,0.21,-0.71,-0.46,-0.93,0.09,-0.12,0.24,0.26,-0.58,0.03
-0.66,0.39,-0.56,-0.27,-0.72,0.10,-0.07,0.29,0.21,-0.30,0.16
-0.57,0.46,-0.52,-0.15,-0.88,0.14,-0.01,0.33,0.26,-0.27,0.18
-0.66,0.46,-0.75,-0.21,-0.63,0.20,-0.16,0.20,0.18,-0.26,0.03
-0.57,0.36,-0.83,-0.14,-0.57,0.06,-0.10,0.35,-0.02,-0.48,-0.22
-0.61,0.33,-0.67,-0.17,-0.89,-0.06,-0.22,-0.05,-0.03,-0.61,-0.37
0.79,1.80,0.39,1.26,1.93,1.32,1.60,1.26,1.79,1.33,0.82
1.41,1.43,2.19,2.27,2.53,1.82,1.83,1.82,2.03,1.40,0.71
0.55,0.99,1.54,1.23,0.91,0.88,1.15,0.97,1.21,0.92,0.26
0.44,0.77,1.42,0.77,0.21,0.55,1.00,0.85,1.03,0.82,0.19
0.84,1.87,0.51,1.29,1.95,1.34,1.62,1.32,1.80,1.36,0.86
0.91,1.90,0.41,1.34,1.94,1.24,1.60,1.35,1.71,1.33,0.87
0.88,1.92,0.55,1.44,2.09,1.34,1.70,1.41,1.69,1.38,0.90
0.88,1.78,1.03,1.55,2.29,1.33,1.71,1.49,1.90,1.33,0.91
0.95,1.70,1.17,1.53,2.41,1.34,1.64,1.43,1.93,1.36,0.93
0.92,1.81,1.22,1.52,2.62,1.34,1.56,1.39,2.04,1.25,0.93
0.87,1.65,1.03,1.35,2.18,1.23,1.34,1.09,1.77,1.13,0.84
0.95,1.51,0.93,1.44,2.20,1.34,1.17,0.99,1.82,1.04,0.78
0.76,0.93,1.88,0.97,0.35,0.66,1.15,0.84,1.16,0.99,0.35
1.15,1.61,1.95,1.49,1.23,1.81,1.98,1.55,2.22,1.97,1.51
0.99,0.70,1.27,0.81,0.82,0.61,1.29,1.33,1.29,1.35,0.96
0.55,0.43,0.99,0.78,0.82,0.87,1.24,1.21,1.31,1.22,0.84
0.67,0.81,1.78,0.93,0.33,0.65,1.15,0.83,1.16,0.99,0.34
0.64,0.89,1.62,0.87,0.48,0.53,1.05,0.66,1.11,0.94,0.30
0.70,1.06,2.18,1.25,1.09,0.85,1.26,1.02,1.69,1.16,0.46
0.82,1.14,1.79,1.24,1.00,0.79,1.25,0.88,1.65,1.03,0.35
0.76,1.17,1.74,1.25,0.97,0.77,1.18,0.94,1.58,1.00,0.35
0.92,1.20,1.80,1.57,0.46,0.82,1.26,1.04,1.54,1.13,0.51
0.88,1.14,1.91,1.37,0.55,0.91,1.31,1.13,1.51,1.28,0.64
1.61,1.78,2.35,2.17,1.91,2.00,2.40,2.19,2.38,2.35,1.80
0.33,0.26,0.70,0.72,0.84,0.79,1.15,1.22,1.12,1.06,0.78
-1.19,-0.71,-1.05,0.17,0.16,0.56,-0.03,-0.15,-0.37,-0.38,-0.54
-0.24,-0.19,0.52,0.92,0.40,0.94,0.68,0.63,-0.01,0.23,0.05
-0.45,-0.31,0.06,0.42,0.12,0.26,0.26,0.21,-0.47,-0.17,-0.24
0.30,0.25,0.64,0.69,0.87,0.76,1.11,1.19,1.09,1.02,0.75
0.34,0.12,0.65,0.58,0.66,0.75,1.13,1.18,1.12,1.02,0.75
0.21,-0.13,-0.08,0.23,0.30,0.38,0.87,0.80,0.53,0.75,0.54
-0.12,-0.46,-0.46,-0.15,-0.03,0.22,0.63,0.69,0.35,0.86,0.55
-0.09,-0.28,-0.50,0.25,0.32,0.48,0.73,0.59,0.46,0.89,0.59
-0.14,-0.15,-0.57,0.14,0.71,0.54,0.82,0.74,0.51,0.93,0.64
-0.00,0.22,-0.40,0.59,1.00,0.85,1.21,1.26,0.77,1.20,0.87
-0.99,-0.67,-1.25,-0.39,-0.42,-0.20,-0.33,-0.28,-0.55,-0.54,-0.66
-0.19,-0.17,0.31,0.29,0.07,0.30,0.42,0.33,-0.35,-0.06,-0.14
1.39,0.47,0.50,-0.26,-0.50,0.37,0.51,0.38,-0.08,0.33,1.55
1.65,0.31,-0.01,-0.81,0.09,1.20,1.12,-0.13,0.70,1.26,2.42
1.56,0.37,0.40,-0.75,0.02,1.36,1.29,-0.12,0.82,1.53,2.57
-0.15,-0.13,0.34,0.29,0.04,0.30,0.41,0.34,-0.34,-0.05,-0.11
0.07,-0.01,0.53,0.37,0.05,0.32,0.43,0.40,-0.37,-0.03,-0.09
0.09,0.02,0.62,0.37,0.10,0.40,0.55,0.53,-0.37,-0.00,-0.06
0.23,0.21,0.59,0.28,0.60,0.40,0.57,0.52,-0.35,-0.13,-0.02
0.29,0.17,0.69,0.16,0.55,0.32,0.51,0.47,-0.23,-0.03,0.05
0.17,-0.07,0.60,-0.16,-0.01,0.06,0.12,0.07,-0.43,-0.41,-0.18
0.06,-0.38,0.28,-0.73,-0.66,-0.22,-0.21,-0.40,-0.70,-0.67,-0.37
0.33,-0.10,0.36,-0.64,-0.22,0.31,0.48,0.48,-0.10,0.34,0.73
1.45,0.28,0.24,-0.64,0.17,1.31,1.22,-0.08,0.78,1.49,2.52
0.32,-0.78,-0.01,-1.19,-0.29,-0.11,0.34,-0.98,-0.31,0.71,1.16
-1.23,-1.13,-1.03,-1.29,-1.09,-1.35,-0.93,-0.88,-1.27,-0.70,-0.47
-1.97,-2.02,-2.05,-2.34,-1.82,-2.30,-1.81,-1.42,-2.16,-1.50,-1.04
1.45,0.34,0.37,-0.54,0.21,1.34,1.26,-0.02,0.81,1.52,2.53
1.31,0.19,0.13,-0.59,0.23,1.34,1.25,-0.09,0.82,1.54,2.53
1.42,0.22,0.01,-0.53,0.29,1.41,1.22,-0.10,0.85,1.58,2.57
1.42,0.20,0.43,-0.20,0.28,1.39,1.19,-0.11,0.85,1.56,2.52
1.44,0.10,0.43,-0.30,0.16,1.22,1.04,-0.08,0.68,1.40,2.38
1.43,0.19,0.46,-0.18,0.24,1.30,1.05,-0.06,0.79,1.41,2.29
1.33,0.23,0.69,0.08,0.76,1.30,1.02,-0.08,0.90,1.36,2.33
1.09,0.06,0.33,0.05,0.14,0.65,0.65,-0.45,0.30,0.94,1.79
-1.40,-1.42,-1.44,-1.47,-1.35,-1.45,-1.33,-1.09,-1.44,-1.19,-0.87
-0.96,-0.27,-0.89,-0.93,0.18,-1.19,-1.06,-0.58,-0.88,-0.98,-0.70
0.25,0.94,0.34,0.23,1.35,0.13,-0.27,-0.13,0.24,0.14,0.04
-0.08,0.72,-0.41,-0.31,1.09,-0.39,-0.57,-0.57,-0.04,-0.01,-0.11
-1.38,-1.41,-1.42,-1.47,-1.33,-1.44,-1.29,-1.02,-1.43,-1.16,-0.86
-1.29,-1.38,-1.33,-1.45,-1.28,-1.43,-1.27,-0.97,-1.42,-1.16,-0.82
-1.32,-1.32,-1.26,-1.44,-1.24,-1.44,-1.28,-1.03,-1.41,-1.18,-0.83
-1.30,-1.32,-1.31,-1.42,-1.22,-1.41,-1.27,-0.99,-1.36,-1.14,-0.78
-1.30,-1.30,-1.32,-1.42,-1.09,-1.37,-1.23,-0.97,-1.31,-1.11,-0.78
-1.27,-1.22,-1.27,-1.40,-0.63,-1.36,-1.18,-0.91,-1.26,-1.03,-0.65
-1.29,-1.21,-1.36,-1.41,-0.83,-1.38,-1.14,-0.95,-1.33,-1.02,-0.78
-1.06,-0.85,-0.79,-1.31,-0.12,-0.99,-0.78,-0.58,-0.92,-0.62,-0.51
-0.01,0.74,-0.28,-0.25,1.08,-0.32,-0.47,-0.42,0.02,0.11,0.06
-0.54,-0.60,-0.34,-0.88,0.17,-0.83,-0.62,-0.25,-0.77,-0.09,-0.01
-1.19,-1.20,-1.25,-1.24,-0.82,-1.19,-1.21,-0.86,-1.25,-1.09,-0.66
-0.84,-1.12,-0.57,-1.09,-0.42,-0.88,-0.70,-0.13,-1.04,-0.54,-0.25
-0.05,0.67,-0.42,-0.33,1.01,-0.41,-0.59,-0.57,-0.05,0.03,0.01
-0.35,0.61,-0.64,-0.34,0.91,-0.48,-0.64,-0.61,-0.15,-0.02,-0.05
-0.25,0.47,-0.63,-0.38,0.80,-0.54,-0.65,-0.53,-0.16,0.04,0.02
-0.24,0.49,-0.57,-0.50,0.74,-0.46,-0.51,-0.38,-0.22,-0.00,-0.02
-0.29,0.44,-0.56,-0.66,0.46,-0.48,-0.41,-0.24,-0.32,0.13,0.07
-0.27,0.29,-0.44,-0.50,0.32,-0.30,-0.24,-0.02,-0.38,0.24,0.13
-0.10,0.39,-0.22,-0.12,0.73,-0.31,-0.30,0.01,-0.27,0.37,0.27
-0.46,-0.05,-0.57,-0.65,0.14,-1.11,-1.02,-0.72,-0.84,-0.59,-0.54
