Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
0.06,0.50,0.31,0.34,0.11,-0.37,-0.22,-0.42,0.10,-0.14,-0.24
0.17,-0.36,0.32,0.83,1.52,0.84,-0.21,-0.42,0.82,0.40,0.27
-0.57,0.27,-0.58,-0.61,-1.20,0.11,0.53,0.91,-0.04,0.69,0.68
-0.23,-1.35,0.29,0.48,-0.16,-0.40,-0.61,-0.38,0.09,-0.76,-0.36
-0.83,-1.86,-0.43,-0.05,0.31,0.01,0.16,0.96,-1.09,0.64,0.61
0.45,-1.15,1.21,-0.17,0.35,0.31,-0.27,-0.66,-0.16,-0.39,0.58
0.16,-1.76,-1.08,-0.47,-0.54,-0.22,-1.65,-1.43,-0.66,-1.02,-1.65
-1.00,-1.32,0.63,-0.07,-0.47,0.00,0.17,-0.27,-0.35,0.01,-1.11
-0.08,-0.72,-0.03,0.20,-0.38,0.26,0.22,0.06,0.33,0.16,0.38
-0.33,-0.36,-0.01,0.39,0.71,1.13,0.81,0.29,0.89,0.62,0.28
-0.70,-0.44,-0.29,-0.62,-1.71,-0.85,-1.04,-1.15,-0.98,-1.53,-1.75
0.45,0.47,0.53,0.92,0.74,-0.23,-0.62,-1.24,-0.07,-0.81,-0.90
-0.86,-0.53,-1.09,-1.21,-1.36,-1.08,-0.50,-0.75,-0.92,-0.49,-0.85
-0.47,-0.15,-0.28,-0.17,-0.09,-0.27,-0.04,-0.17,-0.15,-0.55,-0.54
-0.75,0.22,-0.43,0.17,-1.08,-0.81,-0.40,-0.54,-0.57,-0.82,-0.33
0.77,0.75,-0.30,-0.31,0.48,-0.14,-0.42,-0.65,-0.35,-0.56,-0.56
-0.49,-1.11,-0.66,0.82,0.96,1.65,0.32,-0.51,0.48,-0.88,-0.41
1.83,1.14,1.36,0.50,0.08,1.07,2.11,1.47,1.15,1.68,1.12
1.50,0.50,1.87,1.06,1.52,1.16,1.15,0.81,1.29,1.50,1.48
1.28,0.56,-0.37,-0.22,0.00,-0.12,-0.55,-0.56,-0.94,-1.05,-1.37
-0.84,-0.31,-0.20,-1.10,-0.59,-0.91,-0.52,-0.89,-0.41,-0.84,-1.04
-1.90,-2.02,-0.92,-1.24,-0.34,-1.41,-1.69,-1.63,-1.20,-1.16,-0.94
2.12,1.46,1.01,0.99,0.48,0.84,0.30,0.33,0.99,-0.36,-0.46
-0.06,-0.50,-0.50,-0.15,-0.80,0.09,0.13,1.04,-0.17,-0.10,-0.07
1.75,1.83,1.10,0.75,0.19,0.60,1.04,0.65,0.43,1.40,0.25
-0.24,0.18,1.00,0.40,-0.19,-0.22,-0.31,0.13,-0.53,-0.07,-0.63
0.91,0.96,0.18,-0.26,-0.79,0.07,-0.06,0.03,-0.12,0.03,0.65
-2.15,-2.00,-0.32,0.32,-0.63,-0.49,-0.58,-0.72,-0.61,-0.60,-0.60
-0.77,-0.32,-1.50,-0.80,-0.48,-1.50,-1.13,-1.50,-0.10,-0.65,-1.07
0.57,-0.12,-0.29,-0.26,-1.36,-1.46,-2.13,-2.77,-0.87,-1.28,-0.63
-0.43,0.50,0.64,0.21,0.09,-0.23,-0.64,-0.65,1.09,0.77,0.61
-1.00,-0.54,-0.66,-0.73,-0.47,-0.13,0.34,0.40,-0.29,0.43,0.15
0.24,1.07,-0.31,0.36,0.65,-0.03,-0.16,-0.23,0.02,-0.58,-0.45
0.03,0.24,-0.34,-0.16,0.17,0.08,0.30,0.36,0.05,0.42,0.46
-0.81,0.01,-1.19,-0.05,-0.47,0.46,0.46,0.15,0.12,-0.15,-0.02
-2.13,-1.67,-1.74,-1.07,-0.96,-0.84,-0.98,-1.09,-0.81,-1.10,-0.78
1.20,1.21,1.23,1.28,1.08,0.66,-1.11,0.85,0.97,-1.50,0.51
1.91,2.13,1.30,2.23,1.85,2.42,1.11,1.26,2.62,0.99,0.83
-0.64,-1.00,-1.04,-1.81,-0.64,-0.86,-0.96,-1.47,-0.58,-0.77,-1.07
-0.47,-0.93,-0.29,1.07,-0.92,-0.16,-0.43,-0.87,-0.34,-0.58,-0.74
0.32,0.15,-0.65,-0.20,-1.30,0.28,-0.05,-0.34,0.54,-0.26,0.05
-1.82,0.77,-1.75,-1.05,1.14,-1.49,-0.72,-1.07,-1.81,-1.66,-2.70
0.76,0.32,1.01,0.22,-1.17,-1.15,0.65,0.46,-0.44,-0.28,0.52
0.09,0.75,0.92,-0.05,0.17,0.78,0.86,0.41,1.48,1.06,1.04
-0.09,0.33,-0.27,-0.17,-0.03,-0.24,0.10,0.43,-0.22,0.20,0.14
1.35,1.85,1.61,1.60,1.23,1.74,1.27,1.12,1.43,1.04,1.25
0.80,1.67,0.08,0.59,1.55,1.38,1.46,1.16,1.95,1.79,1.56
1.30,1.68,1.69,2.05,2.44,1.77,1.99,2.01,2.02,1.50,1.36
-0.22,0.56,0.24,0.87,1.54,0.43,0.12,-0.10,0.82,0.02,-0.14
-1.82,-0.71,-1.10,-0.75,-1.28,-0.77,-2.03,-0.95,-0.84,-1.07,-1.09
-0.34,0.30,1.22,-0.22,0.17,2.12,2.00,1.46,2.28,1.97,1.11
0.54,0.58,-0.73,-1.00,-1.16,-0.66,0.05,0.45,-0.53,0.31,0.57
0.42,1.64,-0.22,0.52,0.09,0.13,0.30,0.18,0.07,1.41,1.08
0.51,1.24,-1.75,0.24,0.53,-0.87,-0.06,-0.14,-0.92,-1.44,-1.29
-0.69,0.24,-1.07,-0.06,0.15,-0.34,-1.35,-1.00,-2.01,-0.19,-1.18
0.06,0.00,0.18,0.11,-0.10,-0.08,1.06,0.92,0.47,0.16,-0.34
-0.47,0.20,-0.75,-0.40,-1.03,-0.68,-0.36,-0.68,-0.30,-0.34,-0.38
-0.31,-0.00,-0.37,-0.10,-0.49,0.03,0.28,0.93,-0.04,0.11,0.19
1.00,0.71,1.40,1.19,1.43,1.08,1.89,2.12,1.33,2.01,1.21
0.07,1.26,0.57,0.50,0.24,0.87,0.76,-0.27,1.02,0.62,0.44
0.20,0.10,0.02,-0.24,-0.83,-0.34,0.18,0.00,0.15,0.11,0.03
0.72,1.23,0.47,0.37,0.17,0.08,0.37,0.69,0.09,0.51,0.82
0.15,0.13,0.75,1.04,0.11,1.37,1.55,1.83,1.07,1.29,1.02
0.25,0.34,0.43,-0.24,-1.33,0.52,0.91,0.55,-0.61,0.69,0.77
0.50,0.90,1.90,1.23,0.68,0.86,1.06,1.41,1.49,1.02,1.10
0.72,-1.19,0.24,-0.98,-0.42,-0.48,-0.01,-0.10,0.13,-0.11,-0.29
-0.66,0.61,-0.23,-0.49,1.13,0.11,-0.42,-0.32,0.77,-0.57,-0.57
0.05,-0.67,-0.85,-0.12,-0.60,-0.88,-1.02,-1.63,-0.74,-1.29,-1.59
0.14,-0.52,-0.09,0.17,-0.40,-0.24,-0.60,-0.56,0.12,-0.28,-0.48
1.56,1.55,1.66,1.52,1.20,1.11,1.06,0.49,1.94,1.72,1.33
-1.38,-1.40,-2.46,-1.41,-0.80,-1.41,-0.92,-0.45,-1.14,-0.41,-0.70
-0.30,-0.23,-1.12,-1.18,-0.62,-1.37,-1.39,-1.39,-0.94,-1.33,-1.31
-0.62,-0.64,-0.51,0.28,0.09,1.04,0.66,0.04,0.39,0.17,-0.13
-0.30,-0.37,-0.25,-0.16,-0.66,0.01,0.63,0.40,0.17,0.55,0.41
-0.93,1.27,-0.62,0.77,1.34,0.13,-0.72,-0.76,-0.11,0.29,0.27
0.83,1.86,2.74,1.74,1.97,2.15,2.07,1.93,2.96,2.26,2.08
1.46,1.75,1.05,1.27,-0.07,0.68,1.38,0.51,0.98,-0.09,-0.01
-1.09,-1.25,0.16,-1.88,-1.67,-0.82,-0.37,0.89,-0.84,-0.32,-0.28
1.64,0.42,0.68,1.20,-0.29,0.81,1.15,1.12,0.70,1.11,1.06
0.14,-0.56,0.31,-0.53,-0.25,-0.30,-1.11,-1.06,-0.28,-0.39,-0.33
2.74,2.42,2.64,2.33,2.31,2.20,2.29,2.17,2.52,2.17,2.09
0.07,0.21,0.46,1.25,1.45,0.49,0.01,0.21,-0.13,-0.06,0.28
-0.86,-0.88,-0.04,-0.08,0.49,0.29,0.08,0.04,-0.18,0.37,0.12
1.02,0.46,1.56,0.72,-0.01,0.14,0.60,0.93,-0.10,0.32,0.37
-0.96,-0.42,-1.45,-1.41,-0.42,-1.24,-0.33,-1.31,-1.38,-1.14,-1.47
-1.52,-1.50,-1.11,-1.00,0.44,-1.93,-0.49,-1.50,-1.11,-1.11,-1.11
-0.25,-1.17,-0.39,-0.86,-0.86,-0.39,-0.69,-0.67,-0.28,-0.60,-0.28
-1.57,-0.85,-0.15,-0.20,-0.03,-0.71,-1.36,-1.49,-0.08,-0.89,-1.02
-1.92,-1.65,-1.15,-0.95,-2.81,-1.06,-1.18,-0.49,-0.67,0.64,-0.06
-0.31,1.23,-0.63,1.91,0.91,1.53,1.06,0.20,0.60,0.35,0.35
1.04,1.14,0.03,0.74,1.01,1.39,1.89,2.09,1.17,1.56,1.49
0.86,1.66,0.69,1.54,0.66,1.12,1.20,1.42,1.16,0.81,0.93
-0.32,-1.00,0.18,0.29,0.11,0.35,-0.31,-0.39,-0.30,-0.78,-0.80
1.23,1.02,1.21,0.30,-0.11,0.68,0.83,0.51,0.69,0.45,0.22
1.02,0.69,-0.02,0.65,-0.10,0.19,-0.11,-0.46,0.02,0.27,1.68
1.32,0.13,0.87,-0.77,0.95,1.73,1.74,-0.54,1.47,1.96,2.58
0.41,0.33,0.33,0.44,0.31,0.26,1.00,-0.12,0.16,0.80,0.81
-0.61,-0.45,-0.56,-0.95,-1.05,-0.83,-1.42,-1.06,-0.79,-0.69,0.23
1.95,1.40,0.86,0.66,-0.60,0.04,0.19,0.70,-0.20,0.07,0.51
-1.03,-0.38,0.49,-0.42,0.14,0.20,0.73,0.59,-0.41,-0.32,-0.23
-0.44,0.57,-1.15,-2.21,0.45,-1.02,-0.51,-0.56,-0.62,-0.44,0.34
0.33,0.82,0.29,0.91,0.23,0.93,0.56,-0.24,1.41,0.96,0.79
-0.48,-0.50,-0.65,-1.50,-0.74,-1.31,-1.11,-0.49,-1.33,-1.94,0.00
-0.14,-0.65,-1.27,-1.93,-2.45,-0.37,-0.63,-0.54,-0.84,-0.37,-0.08
0.81,0.40,0.51,0.43,0.97,1.39,1.14,1.31,1.24,1.21,1.55
0.12,0.26,0.41,0.40,1.31,0.36,-0.16,-0.01,0.36,0.10,-0.26
-1.32,-1.65,-0.90,-2.56,-1.42,-1.99,-1.43,-1.77,-1.92,-0.97,-1.05
-1.67,-1.86,-1.11,-2.12,-1.28,-1.89,-1.23,-0.28,-1.95,-0.89,-0.66
-0.95,-1.04,-0.28,-0.27,-0.52,-0.09,-0.60,-0.61,-0.62,-1.12,-1.28
0.93,0.53,0.75,0.69,0.57,0.41,0.82,0.62,0.37,0.69,1.00
-0.76,-1.58,-0.95,-0.58,-0.27,-1.07,-1.38,-0.85,-1.35,-1.47,-2.14
0.87,-0.07,-0.69,0.14,0.26,0.72,0.02,0.44,0.07,0.14,-0.19
0.19,0.38,0.98,0.17,0.23,-0.22,-0.44,-0.91,-0.87,-1.48,-1.46
-1.18,-0.69,0.21,-0.02,-0.84,-0.89,-1.05,-0.05,-0.43,-0.57,-0.03
0.15,0.29,-0.22,-0.23,-0.20,0.26,0.16,-0.15,0.44,-0.08,-0.92
-0.04,-0.41,0.21,-0.20,0.17,-0.26,-1.49,-0.81,0.19,-1.60,-0.04
-0.20,-0.47,-0.36,0.29,-0.24,-0.22,0.53,0.63,-0.57,0.69,0.69
-0.38,-0.92,-0.82,-0.95,-1.14,-1.02,-0.55,-0.45,-0.92,-1.37,-1.71
0.02,0.66,-0.22,-0.22,-0.64,-1.22,-1.51,-1.20,-0.87,-1.60,-1.13
0.62,1.13,1.12,0.88,1.40,0.99,0.77,0.80,1.09,1.43,1.03
-2.33,-2.58,-2.50,-2.42,-2.38,-2.48,-1.07,-2.35,-2.45,-1.23,-1.88
0.45,0.43,0.75,0.66,1.25,0.92,1.79,1.81,0.69,1.50,1.18
2.03,0.80,1.07,0.10,0.59,0.47,0.51,0.58,0.82,0.38,0.84
-0.13,1.36,0.03,0.57,1.05,0.44,-0.12,-0.09,0.14,-0.38,-0.50
-0.37,-0.11,-0.04,0.03,0.45,-0.47,-1.69,-1.04,0.23,-0.48,-0.42
0.10,0.26,-0.67,0.36,1.10,-0.15,-1.00,-0.46,0.32,-0.69,-0.54
0.33,1.17,0.32,0.41,1.25,0.05,-0.10,0.13,0.90,0.32,0.57
-2.60,-1.78,-2.43,-1.71,-1.17,-1.23,-0.72,-1.03,-1.84,-1.34,-1.18
0.83,1.22,0.74,0.71,1.21,1.07,1.01,1.02,0.91,1.14,1.03
-0.10,-0.36,-0.57,-0.60,-0.93,-1.05,-0.57,-0.61,-0.22,-0.18,0.26
0.33,-0.54,0.71,-0.48,-0.74,0.46,0.33,0.38,-0.06,0.29,0.66
-0.79,-0.50,-0.55,-0.35,-0.55,-0.56,-1.18,-1.08,-0.79,-0.89,-0.73
0.59,0.29,1.07,0.91,1.52,1.13,1.54,1.55,1.44,1.31,1.29
-1.21,-1.89,-1.11,-2.39,-1.50,-1.42,-1.29,-1.32,-1.11,-1.11,-1.11
-0.87,-0.62,-0.20,-0.43,-0.61,-0.49,-0.38,-0.14,-0.84,-1.17,-0.81
0.85,-0.52,-0.17,0.32,-0.04,-0.50,-0.51,0.61,-0.20,0.51,0.71
-0.83,0.25,-0.11,-1.22,-0.12,-0.21,0.14,0.41,-0.39,-1.56,-1.95
-0.29,-0.83,-1.18,-1.51,-1.40,-0.69,-0.03,0.80,-1.35,0.68,0.43
0.32,0.20,1.05,1.26,1.00,1.38,0.94,1.56,0.10,1.14,1.03
-0.68,-0.37,-0.61,0.35,0.28,-2.34,-1.43,-0.94,-1.32,-0.45,-0.08
-1.01,-0.91,-1.14,-1.36,0.18,-1.38,-1.16,-0.85,-1.05,-1.17,-1.17
