Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
-0.86,-1.06,-1.54,-0.84,-1.49,-2.69,-1.89,-2.59,-0.82,-1.57,-1.70
-0.67,-0.06,-1.22,-0.76,-1.05,-2.26,-1.79,-2.30,0.04,-0.50,-0.79
-0.91,-0.24,-0.52,-0.70,-1.08,-0.91,-0.65,-0.41,-0.25,0.25,-0.01
-0.49,0.70,-0.60,-0.20,0.01,-0.40,-0.43,-0.44,-0.05,-0.38,-0.43
0.83,0.72,0.28,0.18,-0.53,0.32,0.69,1.24,0.01,0.81,0.10
-1.06,0.26,-1.44,-0.45,-0.59,0.30,0.51,0.33,0.38,0.23,0.21
-1.68,-0.75,-2.35,-0.86,-1.00,-0.39,-0.31,-0.32,-0.52,-0.60,-0.40
-0.97,-0.24,-0.92,-0.10,-0.52,0.02,-0.57,-0.08,-0.08,-1.18,-0.28
1.92,1.99,1.25,1.20,0.57,1.34,1.28,1.03,1.43,1.76,0.58
0.71,1.32,-0.20,0.99,0.11,1.53,0.21,0.32,1.50,0.19,0.17
0.74,0.96,-0.14,1.67,-0.70,1.26,-0.27,-0.43,1.09,-0.47,-0.78
-0.35,-0.67,-1.08,0.15,-1.58,-0.23,-0.53,-0.99,-0.07,-0.74,-0.65
-0.65,-0.00,-1.21,-0.02,-0.75,-0.62,-0.66,-0.98,-0.49,-1.32,-1.25
-0.14,0.39,-0.61,-0.65,-1.20,-1.13,-0.02,-0.40,-0.56,-1.39,-0.58
-0.36,0.72,0.68,-0.47,-0.23,-0.26,0.62,0.09,0.80,0.33,0.56
0.01,0.53,0.39,-0.40,-0.86,-0.24,0.40,0.46,0.41,0.40,0.47
-0.32,0.17,0.35,0.45,-0.02,0.06,-0.81,0.21,0.13,-1.08,-0.08
0.46,1.60,-0.77,0.18,0.44,0.62,1.29,0.71,1.50,0.94,0.61
1.07,1.84,0.90,1.42,2.12,1.46,1.78,1.47,1.91,1.40,1.12
1.09,1.80,1.10,1.62,2.77,1.80,1.80,1.55,2.24,1.66,1.40
1.40,1.42,1.67,1.50,1.30,0.99,-0.26,1.29,1.23,-0.84,0.95
0.64,1.30,1.57,0.93,0.36,2.19,1.69,1.34,2.04,1.83,1.50
-0.58,0.02,0.01,-1.64,-1.16,1.00,0.88,0.60,1.07,1.16,0.57
0.23,1.27,0.16,-0.25,-0.48,0.98,0.84,0.63,0.90,1.56,1.12
0.56,1.67,-1.06,-0.17,-0.34,-0.65,-0.03,0.07,-0.70,0.65,0.32
0.12,1.30,-1.59,0.24,0.17,-0.61,-0.58,-0.62,-1.31,0.38,-0.68
-0.22,0.46,-1.22,-0.06,-0.09,-0.75,0.31,0.31,-0.77,-0.57,-1.39
-0.78,0.03,-1.08,-0.66,-1.43,-0.99,-0.29,-0.51,-0.62,-0.67,-1.05
1.10,1.64,1.76,2.47,2.73,1.90,1.71,1.85,2.13,1.20,1.13
0.95,0.06,1.19,1.10,0.40,0.33,1.03,1.14,0.79,0.86,0.07
0.54,0.95,1.22,1.05,0.65,0.85,1.29,1.13,1.12,1.09,0.46
0.54,1.00,1.10,0.86,0.75,0.92,1.48,1.27,1.20,1.35,0.78
-0.10,0.70,0.18,0.76,1.56,0.39,0.39,0.51,0.78,0.18,0.13
-0.11,0.58,0.14,0.42,-0.30,0.70,0.80,1.69,0.46,0.84,0.84
0.31,0.85,0.67,0.19,-1.04,0.86,1.26,1.18,0.09,1.09,1.12
0.32,0.64,1.51,0.97,-0.12,1.06,1.29,1.34,0.92,1.14,1.18
0.57,0.20,1.37,0.42,-0.39,0.32,0.77,0.70,0.67,0.72,0.64
0.31,0.37,1.50,0.24,1.13,0.18,0.19,0.42,1.31,0.12,-0.09
-0.09,-0.53,-0.92,-0.96,0.02,-1.03,-1.14,-1.61,-0.43,-1.59,-1.84
-0.22,-0.59,-0.77,-0.41,-0.43,-0.84,-1.46,-1.62,-0.24,-1.34,-1.50
0.45,1.33,1.00,0.64,0.06,0.79,0.89,-0.11,1.20,0.78,0.58
0.99,0.56,1.19,0.64,1.43,1.06,1.71,1.71,1.47,1.85,1.43
0.35,0.24,0.04,0.07,0.92,0.33,0.97,1.20,0.72,1.04,0.78
-1.18,-1.04,-2.51,-1.41,-0.95,-1.05,-0.94,-0.96,-1.02,-0.88,-1.05
0.82,0.55,0.71,0.40,-0.25,0.11,0.82,0.34,0.86,0.85,0.71
0.86,1.44,0.92,1.40,1.46,0.47,0.81,0.13,0.99,1.61,1.41
-0.30,1.59,1.98,1.73,2.14,1.58,1.68,1.80,2.45,1.90,1.90
0.99,2.20,1.87,1.95,1.43,1.54,1.67,1.48,2.22,1.07,1.12
0.94,1.58,2.05,1.71,0.65,1.30,1.53,1.57,2.31,0.89,0.79
1.63,0.75,1.08,1.19,-1.22,0.37,1.07,1.08,0.57,0.37,0.35
0.54,-0.66,0.45,-0.21,-1.23,-0.34,-0.28,0.08,-0.48,0.04,0.03
3.23,1.96,2.90,2.86,2.26,2.31,2.58,2.31,2.82,2.62,2.33
-0.66,-0.52,-1.19,-0.50,-0.28,-0.25,-0.46,-0.83,-0.54,-0.75,-0.87
-0.94,-0.66,0.08,0.52,0.61,0.73,0.01,0.12,-0.05,-0.18,-0.28
0.12,-0.43,1.05,0.31,0.14,0.24,-0.03,0.05,-0.41,-0.19,-0.25
-0.01,-0.30,0.47,-0.09,0.05,-0.16,0.16,0.06,-0.52,-0.04,-0.07
-0.54,-0.50,-0.40,0.56,0.62,0.95,0.69,0.09,0.22,0.12,-0.06
-0.65,-0.94,-0.42,0.28,0.28,-0.44,-0.55,-0.55,-0.78,-0.99,-0.62
-2.10,-1.99,-1.28,-1.19,-0.47,-1.58,-1.59,-2.13,-0.82,-1.80,-1.99
-2.10,-1.85,-1.16,-1.22,-1.88,-1.17,-1.46,-1.05,-0.66,0.00,-0.70
-1.91,-0.50,-1.10,0.11,-1.12,0.19,-0.17,-0.54,-0.29,0.19,-0.39
-0.86,0.65,-1.30,0.73,0.02,1.17,1.30,1.24,0.40,1.46,1.13
1.02,1.98,0.19,2.23,1.30,1.95,2.05,1.99,1.73,1.40,1.35
0.31,0.75,0.31,1.35,0.94,1.05,0.73,0.90,0.52,0.07,0.09
0.91,0.31,1.30,0.11,-0.21,-0.35,0.50,0.35,-0.45,-0.12,-0.08
1.28,0.51,-0.36,0.23,-0.29,1.03,0.62,0.58,0.57,0.99,2.11
1.49,0.42,0.66,0.14,0.94,1.72,1.55,0.39,1.26,1.79,2.65
1.35,0.38,0.50,0.13,0.52,1.12,1.11,-0.70,0.83,1.47,2.32
-0.06,0.00,-0.48,-0.88,-0.44,-0.65,0.18,-0.71,-0.78,-0.80,-0.85
1.69,1.03,1.07,0.00,-0.98,-0.06,0.46,0.32,-0.12,-0.05,0.19
0.75,0.11,0.44,-0.60,-0.47,-0.48,0.16,0.27,-1.03,-0.68,-0.14
0.43,0.60,-0.11,-1.47,0.07,-0.56,0.02,0.15,-0.75,-0.56,0.09
-0.61,0.45,-0.38,-1.36,0.32,0.05,0.22,-0.15,0.11,0.01,0.38
-0.60,0.22,-1.20,-1.83,-0.36,-0.57,-0.56,-0.88,-0.16,-0.79,0.35
-0.41,-0.49,-1.37,-1.76,-2.17,-0.49,-0.83,-1.00,-0.61,-0.66,0.06
0.45,-0.36,-0.35,-1.27,-0.68,0.96,0.72,1.00,0.64,0.84,1.50
1.42,0.18,1.07,-0.39,1.04,1.82,1.78,-0.51,1.39,1.91,2.54
-1.62,-2.06,-1.70,-2.02,-1.40,-2.17,-1.37,-1.22,-1.95,-0.59,-0.23
-1.87,-2.03,-1.82,-2.52,-1.83,-2.29,-1.26,-0.89,-2.21,-0.52,-0.41
-2.10,-2.21,-1.51,-2.65,-1.88,-2.19,-1.73,-1.45,-2.20,-1.48,-1.22
0.56,0.41,0.58,0.60,0.76,0.38,1.08,0.06,0.33,1.00,0.94
-0.01,-0.26,0.03,0.11,0.48,-0.21,-0.37,-0.29,-0.17,-0.33,-0.58
0.53,-0.53,-0.83,-0.10,0.01,0.09,-0.26,0.02,-0.41,-0.28,-0.36
0.15,-0.26,0.08,-0.13,0.06,-0.03,-0.64,-0.50,-0.82,-1.18,-1.55
0.05,-0.21,0.41,-0.08,-0.23,-0.22,-0.85,-0.29,-0.83,-1.27,-1.15
-0.43,-0.04,0.63,-0.27,-0.63,-0.46,-0.62,-0.74,-0.65,-1.47,-2.08
-0.69,-0.53,-0.08,-0.52,-0.52,-0.63,-1.46,-0.99,-0.03,-1.66,-0.68
-0.36,-0.65,-0.52,-0.22,-0.68,-0.51,-0.07,0.10,-0.53,0.04,0.33
-1.45,-1.45,-1.31,-1.45,-1.17,-1.37,-1.14,-0.67,-1.39,-1.18,-1.08
-0.12,0.82,-0.52,-0.46,-0.15,-0.54,-0.54,-0.39,-0.57,-0.27,-0.15
0.53,1.26,0.87,0.53,1.20,0.47,0.23,0.40,0.54,0.84,0.57
-0.08,0.52,-0.11,-0.17,0.27,-0.54,-0.73,-0.78,-0.17,-0.15,-0.26
-0.67,-0.79,-0.33,-0.27,-0.38,-0.04,-0.18,-0.17,-0.52,-0.96,-1.10
0.96,-0.22,0.31,-0.58,0.27,-0.06,0.31,0.49,0.18,-0.26,-0.41
1.49,1.27,0.84,0.51,1.18,0.58,0.73,0.62,0.47,0.34,0.41
0.75,0.81,0.37,0.18,0.85,0.02,-0.76,-0.52,0.29,-0.48,-0.35
-0.38,0.63,-0.34,0.30,1.28,-0.21,-1.42,-0.87,0.13,-1.10,-1.17
-0.24,0.73,-0.30,0.23,1.70,-0.38,-1.20,-0.79,0.57,-0.72,-0.53
-1.55,0.10,-1.74,-0.81,0.34,-1.13,-1.13,-1.14,-0.90,-1.25,-0.91
0.05,0.96,-0.00,-0.04,1.18,0.55,0.66,0.61,0.41,0.82,0.73
-0.11,0.32,0.00,-0.06,0.86,0.11,0.07,-0.18,0.45,0.76,0.49
-0.49,-1.37,-0.42,-1.32,-0.52,-1.18,-1.22,-0.92,-1.31,-0.95,-0.37
-0.64,-0.95,-0.45,-1.28,-0.82,-0.69,-1.14,-1.01,-0.92,-0.97,-0.54
-0.16,-0.51,0.56,-0.25,-0.27,0.32,0.28,0.45,0.02,0.25,0.37
-1.28,-1.37,-1.46,-1.43,-1.46,-1.44,-1.23,-1.43,-1.39,-1.16,-1.14
-1.06,-1.32,-1.32,-1.72,-1.67,-1.75,-1.18,-1.26,-1.04,-1.28,-0.82
-0.46,-1.47,-1.16,-0.51,-0.74,-1.45,-1.25,-0.07,-1.16,-0.51,-0.25
-0.51,-0.36,-0.39,-0.90,-0.39,-0.57,-0.33,0.33,-0.64,-0.87,-0.77
-0.29,-0.55,-0.62,-1.70,-0.89,-0.73,-0.25,0.61,-1.02,-0.22,-0.30
-0.77,-0.21,-0.04,-0.41,0.20,0.37,0.48,1.30,-0.90,0.44,0.20
-0.74,-0.62,-0.52,0.54,0.36,-0.89,-0.47,0.40,-1.93,0.39,0.42
-1.27,-1.01,-1.05,-0.35,0.66,-1.66,-1.49,-0.81,-1.85,-1.09,-0.84
