Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
-0.22,-0.20,0.25,-0.30,0.07,0.32,-1.41,0.62,-0.22,0.45,0.59
-1.37,-1.27,-0.44,-1.37,0.24,-0.64,-1.05,-0.69,-1.72,-0.97,-0.70
-1.86,-1.70,-0.53,-1.84,-0.56,-1.19,-1.22,-0.95,-1.83,-1.24,-1.14
-0.94,-0.05,0.11,-0.58,0.73,0.48,0.03,0.52,-0.48,0.22,0.19
-0.08,0.28,1.10,0.34,0.57,0.88,0.52,0.83,0.02,0.86,0.49
-1.05,-0.74,0.85,0.73,0.85,0.59,0.00,0.45,-0.23,0.50,0.15
-0.54,-0.74,0.42,0.86,0.28,0.52,0.11,1.03,0.04,0.68,0.18
-0.54,-0.81,0.34,0.61,-0.09,0.18,0.16,0.80,-0.15,0.60,0.13
-0.42,-0.60,0.33,0.70,0.31,0.23,0.18,0.75,-0.05,0.59,0.22
-0.48,-0.91,0.06,0.47,-0.27,-0.10,-0.08,0.39,-0.23,0.32,0.01
-0.67,-1.01,-0.55,0.11,-0.47,-0.38,-0.24,0.24,-0.36,0.07,-0.12
-0.39,-1.06,-0.43,-0.16,-0.96,-0.47,-0.03,0.63,-0.35,0.24,-0.04
-0.54,-1.05,-0.27,-0.42,-0.22,-0.50,0.05,0.05,-0.70,0.12,0.13
-1.12,-1.93,-0.59,-0.53,-0.25,-0.42,-0.79,-0.55,-0.83,-0.35,-0.07
-0.77,-2.38,-0.44,-0.39,-0.51,-0.22,-0.96,-0.54,-0.90,-0.58,-0.40
-1.25,-2.89,-0.11,-0.54,-0.92,-0.40,-0.69,-0.70,-1.26,-0.52,-1.08
-0.84,-2.44,-0.01,-0.32,-1.17,-0.12,-0.45,-0.70,-0.53,-0.51,-0.39
-0.13,-1.20,0.49,-0.68,-1.61,-0.50,-1.05,-1.06,-0.80,-0.88,-0.93
0.24,-0.20,0.03,-0.46,-1.18,-0.48,-1.02,-1.43,-0.47,-1.15,-1.08
0.16,0.02,-0.13,-0.39,-1.27,-0.68,-0.99,-1.38,-0.44,-1.10,-1.13
0.14,0.15,0.11,-0.16,-0.78,-0.36,-0.48,-0.83,-0.18,-0.61,-0.66
0.24,0.29,-0.06,-0.15,-0.50,-0.34,-0.48,-0.82,-0.08,-0.60,-0.51
0.27,0.49,0.05,-0.06,-0.33,-0.38,-0.45,-0.65,-0.16,-0.63,-0.70
0.13,0.54,-0.67,0.00,0.12,-0.46,-0.30,-0.84,-0.14,-0.61,-0.69
-0.22,0.12,-0.22,0.44,0.76,0.31,0.16,-0.59,0.16,-0.45,-0.45
-0.02,-0.05,-0.40,0.35,0.55,0.90,0.90,0.10,0.35,0.21,0.01
0.74,0.24,0.45,0.76,1.49,1.12,1.17,0.31,0.57,0.91,0.96
1.46,0.51,0.22,0.55,0.97,0.79,0.69,-0.16,0.04,0.18,0.02
0.65,0.15,0.07,-0.26,0.56,-0.04,-0.08,-0.98,-0.26,-0.75,-0.93
-0.32,-0.41,-0.28,-0.76,-0.67,-0.81,-0.98,-1.80,-0.93,-1.67,-1.85
0.12,0.12,0.27,-0.21,-0.31,-0.95,-1.10,-2.02,-0.81,-1.56,-1.69
-0.34,-0.22,-0.62,-0.67,-0.60,-1.48,-1.60,-2.47,-1.23,-2.02,-1.99
-0.54,-0.35,-0.92,-0.84,-1.01,-1.24,-1.31,-1.47,-1.10,-1.43,-1.42
-0.68,-0.36,-0.67,-0.78,-0.90,-1.23,-1.27,-1.47,-0.93,-1.38,-1.37
-0.40,-0.19,-0.30,-0.28,-0.67,-0.89,-1.00,-1.23,-0.80,-1.17,-1.17
-0.36,-0.25,-0.36,0.11,-0.08,-1.05,-0.97,-1.35,-0.78,-1.00,-1.06
-1.05,-0.75,-1.18,-0.93,-1.25,-1.37,-0.97,-1.31,-0.92,-0.93,-1.06
-1.04,-0.98,-1.32,-1.09,-1.77,-2.64,-2.06,-2.30,-1.19,-1.63,-1.65
-0.78,-0.33,-0.81,-0.60,-1.48,-2.50,-1.97,-2.27,-0.52,-0.77,-1.01
-1.16,-0.63,-1.50,-0.95,-1.49,-1.83,-1.15,-1.25,-0.61,-0.28,-0.56
-0.89,0.10,-1.14,-0.54,-0.72,-1.17,-1.07,-1.21,-0.41,-1.01,-0.99
1.87,1.35,-0.05,0.46,-0.19,-0.26,-0.69,-0.68,0.48,-1.10,-1.11
1.16,0.64,-0.06,0.38,-0.45,0.07,-0.35,0.19,0.24,-0.79,-0.73
1.66,1.26,0.67,0.63,-0.26,0.34,0.17,0.47,0.38,-0.01,-0.55
1.60,1.19,0.48,0.58,-0.13,0.38,0.32,0.60,0.28,0.01,-0.39
1.73,1.40,0.83,1.00,0.21,0.77,0.35,0.67,0.64,-0.00,-0.37
1.73,1.19,0.77,0.80,-0.11,0.86,0.55,0.85,0.73,0.37,-0.12
0.95,0.86,0.18,0.76,-0.78,0.66,0.59,1.02,0.33,0.70,-0.01
1.56,1.55,0.57,0.96,-0.78,0.98,0.84,0.47,0.90,1.14,0.16
-0.00,0.66,-1.07,0.40,-0.68,0.40,-0.34,-0.58,0.42,-0.78,-0.80
0.28,0.69,-0.58,0.50,-1.41,0.01,-0.21,-0.70,0.28,-1.41,-0.92
-0.56,0.14,-0.33,-0.28,-1.13,-0.47,0.19,-0.57,0.36,-0.19,0.13
-0.39,0.34,-0.25,-0.33,-1.11,-0.49,0.08,-0.01,0.07,-0.09,0.08
-1.00,0.33,-1.45,-0.73,-1.26,-0.11,0.42,0.12,0.14,-0.19,0.03
-1.72,-0.52,-2.14,-1.01,-1.14,-0.52,-0.13,-0.35,-0.37,-0.62,-0.30
-1.06,-0.11,-1.16,-0.38,-1.05,-0.20,-0.42,0.08,0.03,-0.89,-0.07
-0.66,0.18,-0.56,-0.08,-0.46,0.18,-0.16,0.28,0.24,-0.47,0.10
-0.64,0.07,-0.86,-0.09,-0.44,0.01,-0.35,0.22,-0.10,-0.74,-0.11
-0.63,0.06,-0.26,0.09,-0.34,0.51,-0.06,0.27,0.38,-0.58,0.01
-0.44,0.13,0.28,0.01,-0.39,0.34,-0.56,0.33,0.41,-0.77,0.02
1.27,1.58,1.32,1.03,0.61,1.21,0.25,1.32,1.28,0.52,1.24
0.66,1.62,0.26,0.28,-0.21,0.84,0.83,0.59,0.67,1.15,0.73
-0.24,1.02,-1.13,-0.49,-0.43,0.12,-0.11,-0.22,-0.15,0.80,-0.34
-0.02,1.09,-0.73,-0.27,-0.43,0.07,0.62,0.50,0.20,0.65,-0.46
-0.31,0.80,-1.30,-0.58,-1.31,-1.14,-0.38,-0.62,-0.80,-0.43,-0.95
0.41,1.79,-1.28,0.21,0.46,0.38,1.04,0.45,1.10,1.06,0.45
1.03,1.88,0.59,1.33,2.05,1.26,1.85,1.48,1.90,1.36,0.85
0.91,1.82,0.90,1.58,2.37,1.40,1.69,1.28,2.08,1.30,0.83
0.89,1.74,0.89,1.51,2.32,1.32,1.66,1.39,1.97,1.22,0.90
0.88,1.72,0.93,1.52,2.28,1.39,1.53,1.36,1.86,1.27,1.02
1.05,1.73,1.10,1.56,2.58,1.77,1.82,1.72,2.13,1.69,1.44
1.13,1.75,1.67,2.39,2.70,1.91,1.81,1.94,1.92,1.32,1.22
0.08,0.76,0.94,1.04,1.13,0.82,0.90,1.18,1.03,0.76,0.76
0.27,0.38,1.12,0.44,-0.52,0.52,0.83,1.21,0.63,0.80,0.73
0.32,0.62,1.37,0.22,0.47,0.58,0.66,0.90,0.90,0.57,0.43
0.12,-0.04,0.80,0.05,-0.13,-0.04,-0.01,-0.08,0.41,-0.27,-0.67
0.10,-0.33,0.27,-0.12,-0.58,-0.57,-0.96,-1.13,0.10,-0.96,-1.16
0.92,0.16,1.57,1.08,0.93,0.34,1.02,1.21,1.17,0.89,-0.02
0.49,0.77,1.03,0.73,0.57,0.55,0.97,0.63,1.06,0.78,0.02
0.44,0.79,1.05,0.73,0.45,0.47,0.90,0.53,1.04,0.72,0.05
0.73,0.90,1.41,1.00,0.24,0.56,1.03,0.65,1.05,0.92,0.32
0.69,0.91,1.57,1.03,0.50,0.75,1.25,1.01,1.16,1.15,0.54
0.68,1.12,1.25,0.99,0.92,0.94,1.53,1.25,1.25,1.49,0.92
0.37,1.59,1.49,1.19,0.91,1.18,1.17,0.55,1.87,1.13,0.89
1.09,1.30,1.49,1.39,1.37,0.94,1.38,1.17,2.00,1.16,1.08
1.03,1.63,2.05,1.76,1.13,1.17,1.36,1.39,2.09,1.22,1.04
0.97,1.26,1.87,1.73,0.50,1.29,1.56,1.78,2.09,1.25,1.24
1.03,1.12,1.84,1.28,0.12,0.81,0.83,1.02,1.73,0.62,0.59
3.07,2.03,2.95,2.83,2.12,2.38,2.96,2.89,3.04,2.92,2.54
1.33,0.73,1.38,1.03,0.93,1.17,2.05,2.02,1.56,2.05,1.57
0.41,0.02,0.14,-0.04,0.35,0.17,0.84,1.14,0.60,1.10,0.76
0.28,-0.11,-0.28,0.17,0.53,0.56,0.96,0.88,0.72,1.04,0.70
0.14,-0.09,-0.16,0.12,0.79,0.50,0.75,0.74,0.60,0.82,0.60
0.11,-0.03,-0.27,0.20,0.95,0.57,0.95,1.00,0.65,0.92,0.68
-0.99,-0.90,-1.44,-0.98,-0.69,-0.80,-0.75,-0.73,-0.85,-0.74,-0.80
-0.95,-0.84,-1.27,-0.79,-0.47,-0.54,-0.64,-1.03,-0.71,-0.94,-1.00
-1.08,-0.99,-0.79,-0.10,-0.91,0.35,0.14,-0.40,-0.20,0.04,-0.35
-1.62,-0.76,-1.13,0.17,-0.92,-0.11,-0.39,-0.79,-0.58,-0.21,-0.55
-1.54,-0.17,-1.67,0.06,-0.28,0.36,0.77,0.50,-0.16,0.78,0.45
-0.61,0.92,-0.75,1.01,0.18,1.10,1.32,1.42,0.70,1.04,0.97
-0.64,0.32,-0.27,1.03,0.24,0.90,0.56,0.58,0.23,0.05,-0.12
-1.12,-0.25,-0.45,0.72,0.56,1.14,0.55,0.57,0.04,0.31,-0.02
0.26,0.24,1.15,1.03,0.74,0.86,0.77,0.96,0.03,0.27,0.15
0.01,-0.08,0.73,0.44,0.48,0.36,0.47,0.53,-0.32,-0.10,-0.11
0.16,-0.10,0.97,0.34,0.22,0.25,0.25,0.23,-0.28,-0.22,-0.19
0.04,-0.38,0.76,-0.12,-0.00,-0.02,-0.01,-0.22,-0.54,-0.40,-0.36
0.37,-0.05,0.73,-0.03,-0.03,-0.07,0.30,0.21,-0.40,0.05,0.06
1.03,0.28,1.21,-0.10,-0.40,-0.46,0.48,0.36,-0.66,-0.24,-0.10
0.17,0.20,-0.42,-1.18,-0.16,-0.75,0.14,-0.51,-0.86,-0.89,-0.53
0.71,0.75,0.29,-0.95,-0.08,-0.06,0.32,-0.08,-0.02,-0.05,0.32
0.00,0.16,-0.59,-1.71,-0.60,-0.89,-0.49,-0.63,-0.67,-1.02,0.16
0.03,-0.04,-1.07,-2.21,-1.52,-0.85,-0.77,-0.91,-1.03,-0.96,-0.05
0.00,-0.06,-0.47,-1.56,-0.39,0.78,0.69,0.81,0.48,0.76,1.56
1.01,0.45,-0.79,-0.46,-0.55,0.84,0.35,0.26,0.44,0.80,2.32
1.46,0.24,0.29,-0.40,0.08,1.58,1.31,-0.01,1.19,1.81,2.85
1.52,0.19,0.36,-0.45,0.09,1.50,1.41,-0.06,1.01,1.77,2.72
1.48,0.31,0.55,-0.10,0.46,1.50,1.37,0.10,1.04,1.71,2.49
1.46,0.43,0.91,0.27,1.00,1.62,1.54,0.30,1.17,1.84,2.58
1.32,0.33,0.54,0.18,0.56,1.04,1.05,-0.50,0.77,1.41,2.23
1.50,0.04,0.72,-0.43,1.02,1.65,1.64,-0.47,1.15,1.82,2.38
0.53,0.20,0.44,0.37,0.63,0.26,0.64,-0.24,-0.19,0.36,0.22
-0.03,-0.28,0.26,-0.04,-0.06,-0.33,-0.76,-0.48,-0.72,-1.01,-1.06
-0.03,-0.31,0.03,-0.31,-0.57,-0.46,-0.74,-0.71,-0.79,-1.38,-1.95
-0.36,-0.67,-0.11,-0.50,-0.43,-0.63,-1.66,-1.38,-0.66,-2.10,-1.52
-0.31,-0.57,-0.17,-0.22,-0.69,-0.56,-0.45,-0.18,-0.78,-0.47,-0.06
-1.57,-1.62,-1.05,-1.95,-1.79,-2.41,-1.69,-1.57,-2.10,-1.15,-0.74
-1.96,-2.08,-1.99,-2.47,-2.04,-2.44,-1.81,-1.32,-2.19,-1.17,-0.72
-2.25,-2.31,-2.68,-2.71,-2.10,-2.37,-1.75,-1.40,-2.29,-1.37,-0.87
-1.42,-1.46,-1.46,-1.48,-1.37,-1.44,-1.23,-0.99,-1.43,-1.00,-0.60
-1.37,-1.40,-1.44,-1.47,-1.32,-1.40,-0.97,-0.77,-1.41,-0.71,-0.54
-1.21,-1.35,-0.99,-1.46,-1.22,-1.33,-1.12,-0.90,-1.33,-1.06,-0.90
-1.23,-1.21,-0.96,-1.33,-0.64,-1.14,-0.91,-0.42,-1.18,-1.08,-0.93
-0.10,-0.25,-0.07,-0.07,0.67,-0.04,-0.42,-0.44,-0.11,-0.96,-0.93
0.30,0.29,-0.16,-0.03,1.21,-0.25,-0.65,-0.43,0.12,-0.88,-1.01
0.68,1.08,0.24,0.37,1.93,-0.05,-0.61,-0.31,0.56,-0.48,-0.32
-0.27,0.51,-0.80,-0.48,0.72,-0.96,-1.45,-1.52,-0.42,-1.38,-1.23
-0.22,0.92,-0.20,0.08,1.54,0.33,0.18,0.18,0.31,0.43,0.37
-0.21,0.92,-0.59,-0.37,0.74,-0.76,-1.04,-0.74,-0.36,-0.59,-0.36
0.29,1.22,0.44,0.23,1.26,0.12,-0.16,-0.04,0.33,0.55,0.31
-0.15,0.76,-0.33,-0.31,0.81,-0.29,-0.38,-0.44,-0.05,0.26,0.10
-0.13,0.53,-0.33,-0.35,0.41,-0.26,-0.28,-0.34,-0.10,0.25,0.15
0.07,0.62,-0.02,-0.11,0.76,-0.05,-0.15,-0.17,0.16,0.47,0.32
-0.17,0.35,-0.23,-0.27,0.11,-0.55,-0.65,-0.68,-0.20,-0.15,-0.18
-0.22,0.04,-0.28,-0.24,0.63,-0.19,-0.11,-0.20,0.15,0.65,0.42
-1.12,-1.15,-1.31,-1.31,-1.18,-1.31,-0.99,-1.00,-1.19,-1.23,-1.12
-0.78,-0.94,-1.24,-1.92,-1.41,-1.36,-0.69,0.00,-1.24,-0.64,-0.54
-0.80,-0.81,-0.63,-0.61,-0.24,-0.38,0.00,0.98,-1.30,0.09,-0.02
-0.91,-0.80,-0.76,-0.20,-0.01,-1.18,-0.68,0.38,-1.82,-0.18,-0.06
-1.17,-0.97,-1.07,-0.99,0.10,-1.70,-1.56,-0.55,-1.85,-1.27,-1.03
-0.69,-1.21,-0.39,-1.41,-0.48,-1.08,-1.02,-0.33,-1.61,-0.90,-0.40
-0.80,-1.14,-0.72,-1.00,-0.64,-1.00,-1.35,-0.85,-1.49,-0.98,-0.49
-0.63,-0.93,0.06,-0.53,0.04,-0.49,-0.52,-0.10,-0.79,-0.39,-0.13
